Museum,SpecimenPfx,SpecimenNumber,SpecimenSfx,RecordNumber,FieldNumber,YearFound,StudyArea,Locality,CollectingArea,AreaModifier,Formation,Member,Level,StratigraphicUnit,Excavation,SqrNmbr,Class,Order,Family,FamilyCode,Subfamily,TribeCode,Tribe,GenusCode,GenusQualifier,Genus,SpeciesQualifier,Species,BodyElement,Side,BodyElementCode,PartDescription,PublicationAuthor,YearPublished,YearPublishedSfx
KNM,ER,1,,,69-27,1969,East Turkana,Koobi Fora Ridge,103,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Lt.,30,fragment with P4-M3 complete (M1 damaged),J. Harris,1983,c
KNM,ER,2,,,69-128,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Humerus,Rt.,36,nearly complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,3,,,69-28,1969,East Turkana,Koobi Fora Ridge,103,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Maxilla,Rt.,29,fragment with P2-M3 nearly complete,J. Harris,1983,c
KNM,ER,4,,,69-71,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Rt.,30,"fragment with dp3-dp4, M1 complete",J. Harris,1983,c
KNM,ER,5,,,,,,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Humerus,Lt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,6,,,,,,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Humerus,Lt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,6,A,1,69-80,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Rt.,30,fragment with M2-M3 complete,J. Harris,1983,c
KNM,ER,6,B,2,69-80,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Lt.,30,fragment with P3-M3 complete,J. Harris,1983,c
KNM,ER,7,A,1,69-88,1969,East Turkana,,,,Koobi Fora,U. Burgi - KBS?,,KF II,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Lt.,30,"fragment with dp3-dp4, M1 complete",J. Harris,1983,c
KNM,ER,7,B,2,69-88,1969,East Turkana,,,,Koobi Fora,U. Burgi - KBS?,,KF II,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Rt.,30,"fragment with dp3-dp4, M1 complete",J. Harris,1983,c
KNM,ER,8,A,1,69-89,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Rt.,30,"nearly complete with P4, M2-M3 complete",J. Harris,1983,c
KNM,ER,8,B,2,69-89,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Lt.,30,fragment with M2-M3 complete,J. Harris,1983,c
KNM,ER,8,C,3,69-89,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Lt. and Rt.,30,"fragment with Lt. and Rt. I1-I2 complete, Lt. C frag.",J. Harris,1983,c
KNM,ER,8,D,4,69-89,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,1,,Kolpochoerus,,limnetes,Mandible,Lt.,30,fragment with ramus,J. Harris,1983,c
KNM,ER,9,,,69-98,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Artiodactyla,Suidae,69,,,,2,,Metridiochoerus,,andrewsi,Maxilla,Lt. and Rt.,29,"fragment with Rt. M3, Lt. M2-M3 complete",J. Harris,1983,c
KNM,ER,10,,,69-41,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,11,,,69-39,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,cf.,Theropithecus,indet.,,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,12,,,69-37,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Colobinae,,,,cf.,Rhinocolobus,indet.,,Humerus,Lt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,b
KNM,ER,13,A,1,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Humerus,Rt.,36,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,13,B,2,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Humerus,Lt.,36,distal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,13,C,3,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Ulna,Lt.,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,13,D,4,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Tibia,Rt.,45,distal fragment with some shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,13,E,5,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Femur,Lt.,44,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,13,F,6,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Femur,Rt.,44,proximal fragment with greater trochanter only,"N. Jablonski, M. Leakey",2008,c
KNM,ER,13,G,7,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Os coxae,Rt.,43,fragment with acetabulum,"N. Jablonski, M. Leakey",2008,c
KNM,ER,13,H,8,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Mandible,Rt.,30,edentulous fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,13,I,9,68-101,1968,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Bone,U,99,long bone shaft fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,15,,,69-38,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,16,,,69-25,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Colobinae,,,14,,Rhinocolobus,,turkanaensis,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,b
KNM,ER,18,,,69-188,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Humerus,Lt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,19,,,69-105,1969,East Turkana,Koobi Fora Ridge,104,,Koobi Fora,KBS,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,20,,,69-40,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,Papionini,6,cf.,,indet.,,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,21,,,69-119,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,cf.,oswaldi,Humerus,Rt.,36,proximal fragment withshaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,22,,,69-120,1969,East Turkana,,130,,Koobi Fora,U. Burgi or KBS,,KF IIA - Below KBS,,,Mammalia,Primates,Cercopithecidae,39,cf. Colobinae,,,,indet.,,indet.,,Humerus,Lt.,,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,b
KNM,ER,23,,,69-147,1969,East Turkana,,,,Koobi Fora,KBS,,"KF IIB
Above KBS",,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Humerus,Lt.,36,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,24,,,69-121,1969,East Turkana,,130,,Koobi Fora,?U. Burgi/KBS,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,Papionini,6,indet.,,indet.,,Humerus,Rt.,36,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,25,,,69-33,1969,East Turkana,Koobi Fora Ridge,103,,Koobi Fora,Okote,,"KF III
Koobi Fora Tuff",,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Humerus,Lt.,36,shaft fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,26,,,69-129,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,KF IIA - Below KBS,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,27,,,69-195,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,A,1,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Humerus,Lt.,36,nearly complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,B,2,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Ulna,Rt.,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,C,3,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Radius,Lt.,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,D,4,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Tibia,Lt.,45,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,E,5,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Tibia,Lt.,45,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,F,6,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Femur,Rt.,44,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,G,7,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Femur,Lt.,44,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,H,8,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Fibula,Rt.,46,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,I,9,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Mandible,Rt.,30,edentulous fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,J,10,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Fibula,Lt.,46,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,K,11,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Calcaneum,Rt.,47,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,L,12,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Metatarsal IV,Rt.,48,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,M,13,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Scapula,Rt.,33,fragment with glenoid,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,N,14,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Navicular,Rt.,47,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,O,15,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Navicular,Lt.,47,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,P,16,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Cuboid,Rt.,47,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,Q,17,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Cuneiform,Rt.,47,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,R,18,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Fibula,Rt.,46,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,28,S,19,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Mandible,Lt.,30,fragment with M3 complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,29,,,68-129,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Humerus,Rt.,36,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,30,,,69-23,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Ulna,Lt.,38,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,31,,,69-149,1969,East Turkana,,,,Koobi Fora,KBS,,KF IIB,,,Mammalia,Primates,Cercopithecidae,39,,,,,indet.,,indet.,,Ulna,Lt.,38,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,32,,,69-116,1969,East Turkana,,,,Koobi Fora,U. Burgi - L. KBS,,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Ulna,Rt.,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,33,,,69-216,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Ulna,Lt.,38,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,34,,,69-36,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,cf.,Theropithecus,indet.,,Ulna,Lt.,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,35,,,69-34,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Ulna,,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,36,,,69-6,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,cf.,Theropithecus,indet.,,Ulna,Rt.,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,37,,,69-35,1969,East Turkana,,,,Koobi Fora,Burgi,Upper,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,cf.,Theropithecus,indet.,,Ulna,Rt.,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,A,1,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Ulna,Rt.,38,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,B,2,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Ulna,Rt.,38,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,C,3,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Radius,Rt.,37,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,D,4,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Femur,Rt.,44,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,E,5,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Radius,Rt.,37,shaft fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,F,6,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Humerus,Rt.,36,distal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,G,7,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Os coxae,Lt.,43,fragment with acetabulum,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,H,8,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Carpal,U,39,nearly complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,38,I,9,68-128,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Astragalus,Rt.,47,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,40,,,69-189,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,cf.,Theropithecus,indet.,,Ulna,Rt.,38,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,42,,,68-132,1968,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Fibula,Lt.,46,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,44,,,69-148,1969,East Turkana,Karari Ridge,105,,Koobi Fora,U. Burgi or KBS,Above KBS,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,1,,Cercopithecus,indet.,A,Ulna,Lt.,38,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,46,A,1,69-45,1969,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Ulna,Lt.,38,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,46,B,2,69-45,1969,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Radius,,37,,"N. Jablonski, M. Leakey",2008,c
KNM,ER,46,C,3,69-47,1969,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Femur,Lt.,44,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,46,D,4,69-46,1969,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Cranium,Lt.,28,"fragment with frontal, temporal, parietal, occipital frags.","N. Jablonski, M. Leakey",2008,c
KNM,ER,46,E,5,69-46,1969,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Femur,U,44,shaft fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,46,F,6,69-68,1969,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,,oswaldi,Humerus,Lt.,36,shaft fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,49,,,69-125,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Radius,Lt.,37,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,51,,,69-22,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,,Theropithecus,indet.,,Radius,Rt.,37,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,54,,,69-21,1969,East Turkana,,,,Koobi Fora,U. Burgi - L. KBS,,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Radius,Lt.,37,shaft fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,55,,,69-217,1969,East Turkana,,,,Koobi Fora,Unknown,,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Radius,Lt.,37,proximal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,58,,,69-198,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Tibia,Lt.,45,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,60,,,68-151,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Tibia,Lt.,45,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,61,,,69-199,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Tibia,Lt.,45,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
KNM,ER,63,,,69-201,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,cf.,Theropithecus,indet.,,Tibia,Lt.,45,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,65,,,69-196,1969,East Turkana,,130,,Koobi Fora,?U. Burgi/KBS,,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,Papionini,6,indet.,,indet.,,Tibia,Lt.,45,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,66,,,69-202,1969,East Turkana,,130,,Koobi Fora,Burgi,Upper,KF IIA,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,indet.,,indet.,,Tibia,Rt.,45,distal fragment,"N. Jablonski, M. Leakey",2008,c
KNM,ER,67,,,69-2,1969,East Turkana,,,,Koobi Fora,KBS,,KF III,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,5,cf.,Theropithecus,indet.,,Femur,Rt.,44,complete,"N. Jablonski, M. Leakey",2008,c
KNM,ER,69,,,69-190,1969,East Turkana,Karari Ridge,131,,Koobi Fora,Burgi,Upper,Below KBS,,,Mammalia,Primates,Cercopithecidae,39,,,,5,cf.,Theropithecus,indet.,,Femur,Rt.,44,fragment with head,"N. Jablonski, M. Leakey",2008,c
KNM,ER,74,A,1,68-130,1968,East Turkana,,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Primates,Cercopithecidae,39,Cercopithecinae,,,,cf.,Theropithecus,indet.,,Femur,Lt.,44,proximal fragment with shaft,"N. Jablonski, M. Leakey",2008,c
